symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
DIGITIDE,EQ,202.60,09-SEP-2025,69.90,23-MAR-2026
DIGJAMLMTD,EQ,59.75,15-SEP-2025,36.03,24-MAR-2026
DIKSAT$,ST,-,-,-,-
DIKSHA$,ST,-,-,-,-
DILIGENT$,EQ,-,-,-,-
DIRL,SM,26.10,28-OCT-2025,8.90,19-MAR-2026
DISAQ,EQ,12864.00,29-JUN-2026,10851.00,08-JUN-2026
DISHTV,EQ,5.99,16-SEP-2025,1.82,30-MAR-2026
DITCO$,EQ,-,-,-,-
DIVGIITTS,EQ,1329.80,01-SEP-2026,573.70,04-DEC-2025
DIVIDEINAV,EQ,-,-,-,-
DIVIDEND,EQ,38.03,28-JAN-2026,33.15,23-MAR-2026
DIVINEHIRA,ST,126.50,06-JUL-2026,28.67,11-SEP-2025
DIVISLAB,EQ,9467.00,31-AUG-2026,5636.50,29-SEP-2025
DIVOPPBEES,EQ,87.09,11-FEB-2026,72.13,01-APR-2026
DIVSHKT$,EQ,-,-,-,-
DIVYADHAN,ST,58.10,02-JUL-2026,18.25,12-MAR-2026
DIXON,EQ,18471.00,25-SEP-2025,9600.00,30-MAR-2026
DJML,EQ,124.80,03-JUL-2026,52.00,11-DEC-2025
DJSSS$,BE,-,-,-,-
DKEGL,SM,89.60,26-DEC-2025,60.00,22-JUL-2026
DKUAL$,SM,-,-,-,-
DLCL$,SM,-,-,-,-
DLF,EQ,794.80,17-SEP-2025,489.40,02-APR-2026
DLINKINDIA,EQ,549.20,09-JUL-2026,367.65,23-JAN-2026
DLTNCBL$,EQ,-,-,-,-
DMART,EQ,4818.00,18-SEP-2025,3529.00,01-FEB-2026
DMCC,EQ,332.90,08-MAY-2026,191.35,30-MAR-2026
DML$,SM,-,-,-,-
DMR$,SM,-,-,-,-
DNAMEDIA,EQ,5.44,10-SEP-2025,2.28,17-AUG-2026
DODLA,EQ,1487.40,15-SEP-2025,964.10,16-MAR-2026
DOLATALGO,EQ,95.76,05-JAN-2026,64.96,07-AUG-2026
DOLFIN$,EQ,-,-,-,-
DOLLAR,EQ,396.00,29-SEP-2025,220.50,30-MAR-2026
DOLLEX,SM,43.55,26-SEP-2025,26.00,27-MAR-2026
DOLPHIN,EQ,741.40,07-SEP-2026,322.00,10-DEC-2025
DOLPHMED$,BE,-,-,-,-
DOMS,EQ,2755.00,05-FEB-2026,2023.90,09-MAR-2026
DONEAR,EQ,116.51,27-NOV-2025,77.60,27-JAN-2026
DPABHUSHAN,EQ,1670.00,21-NOV-2025,866.10,20-MAY-2026
DPEL,SM,603.00,07-SEP-2026,142.00,08-SEP-2025
DPL$,SM,-,-,-,-
DPSCLTD,BE,13.31,29-SEP-2025,6.84,31-AUG-2026
DPWIRES,BE,306.95,08-SEP-2025,125.02,30-MAR-2026
DRA$,SM,-,-,-,-
DRAGARWQ,EQ,6059.70,21-MAY-2026,4600.00,21-MAY-2026
DRCSYSTEMS,EQ,23.68,11-SEP-2025,11.50,16-MAR-2026
DREAMFOLKS,EQ,160.00,14-OCT-2025,56.00,30-MAR-2026
DREDGECORP,EQ,1286.00,04-JUN-2026,538.00,15-OCT-2025
DRL$,BE,-,-,-,-
DRONACHRY$,SM,-,-,-,-
DRONE,SM,101.85,31-OCT-2025,32.00,04-SEP-2026
DRREDDY,EQ,1414.90,29-JUN-2026,1101.00,23-JUL-2026
DRSCARGO,SM,55.40,14-OCT-2025,20.80,20-MAR-2026
DRSDILIP,SM,119.50,25-MAR-2026,52.25,29-JAN-2026
DSFCL,BE,52.50,17-FEB-2026,17.28,30-MAR-2026
DSINVEST$,BE,-,-,-,-
DSKULKARNI,BE,19.80,07-SEP-2026,8.60,03-AUG-2026
DSPBNKINAV,EQ,-,-,-,-
DSPGOINAV,EQ,-,-,-,-
DSPN50INAV,EQ,-,-,-,-
DSPNEWINAV,EQ,-,-,-,-
DSPNITINAV,EQ,-,-,-,-
DSPPSBINAV,EQ,-,-,-,-
DSPPVBINAV,EQ,-,-,-,-
DSPQ50INAV,EQ,-,-,-,-
DSPSENINAV,EQ,-,-,-,-
DSPSILINAV,EQ,-,-,-,-
DSSL,EQ,1924.80,25-MAY-2026,781.00,30-MAR-2026
DTIL,BE,198.90,11-SEP-2025,102.00,30-MAR-2026
DTL,SM,178.00,03-NOV-2025,82.05,07-APR-2026
DUCOL,SM,209.50,12-NOV-2025,90.00,30-MAR-2026
DUCON,EQ,4.57,16-SEP-2025,1.57,30-MAR-2026
DUCON-RE1,BE,.85,03-SEP-2026,.28,07-SEP-2026
DUGLOBAL,SM,49.00,24-APR-2026,23.00,24-AUG-2026
DUNCANENG$,EQ,-,-,-,-
DURLAX,SM,72.00,14-AUG-2026,28.03,20-JAN-2026
DUROPACK$,EQ,-,-,-,-
DUROPLY$,EQ,-,-,-,-
DUTRON$,EQ,-,-,-,-
DVL,EQ,380.60,25-SEP-2025,186.99,30-MAR-2026
DWARKESH,EQ,59.90,24-AUG-2026,32.13,21-JAN-2026
DYCL,EQ,560.00,01-SEP-2026,236.80,30-MAR-2026
DYNAMATECH,EQ,12875.00,08-MAY-2026,6500.50,09-SEP-2025
DYNAMIC,ST,183.90,25-JUN-2026,84.70,30-MAR-2026
DYNAMICP$,EQ,-,-,-,-
DYNAMIND$,EQ,-,-,-,-
DYNAVSN$,EQ,-,-,-,-
DYNPRO,EQ,388.70,09-SEP-2025,190.80,30-MAR-2026
E2E,BE,698.00,17-AUG-2026,183.36,12-JAN-2026
E2ERAIL,SM,372.00,07-SEP-2026,171.00,23-MAR-2026
EARKART$,SM,-,-,-,-
EARTH$,SM,-,-,-,-
EASEMYTRIP,EQ,10.60,18-FEB-2026,5.77,30-MAR-2026
EASTINDIA$,BE,-,-,-,-
EASTRED$,EQ,-,-,-,-
EASTSILK,BE,99.25,08-DEC-2025,37.19,08-SEP-2025
EASTWEST,EQ,2.68,26-AUG-2026,2.20,25-AUG-2026
EBANK10,EQ,17.90,20-AUG-2026,16.57,02-SEP-2026
EBANKNIFTY,EQ,69.39,04-MAR-2026,50.05,02-APR-2026
EBBETF0430,EQ,1646.18,17-AUG-2026,1501.89,18-SEP-2025
EBBETF0431,EQ,1469.00,10-JUL-2026,1365.81,09-SEP-2025
EBBETF0433,EQ,1350.32,02-SEP-2026,1243.25,07-APR-2026
EBGNG,EQ,689.50,02-JUL-2026,239.00,27-JAN-2026
EBIX,BE,22.83,26-AUG-2026,16.03,18-AUG-2026
EBNK10INAV,EQ,-,-,-,-
EBNKNFINAV,EQ,-,-,-,-
ECAPININAV,EQ,-,-,-,-
ECAPINSURE,EQ,25.88,19-FEB-2026,20.50,30-MAR-2026
ECLERX,EQ,2497.50,03-FEB-2026,1320.00,30-JUN-2026
ECOFINITY$,EQ,-,-,-,-
ECOHOTELS$,EQ,-,-,-,-
ECOLINE,ST,216.00,23-JUN-2026,111.00,05-MAY-2026
ECOPLAST$,EQ,-,-,-,-
ECORECO,EQ,494.90,17-AUG-2026,443.75,21-AUG-2026
ECOSMOBLTY,EQ,294.60,15-SEP-2025,103.94,30-MAR-2026
ECS$,BE,-,-,-,-
ECSTSTL$,BE,-,-,-,-
EDELWEISS,EQ,138.24,04-SEP-2026,98.00,09-DEC-2025
EDUCOMP,BZ,1.83,28-JUL-2025,.85,31-AUG-2026
EDVENSWA$,EQ,-,-,-,-
EENTER$,BE,-,-,-,-
EEPL,ST,232.80,28-NOV-2025,91.00,29-JUN-2026
EFACTOR,SM,348.00,05-DEC-2025,150.00,23-JUL-2026
EFCIL,EQ,329.26,09-OCT-2025,171.42,18-AUG-2026
EFFWA,SM,399.95,03-JUL-2026,165.00,30-MAR-2026
EFORCE,SM,47.00,28-OCT-2025,16.15,30-MAR-2026
EFORU$,BE,-,-,-,-
EGOLD,EQ,184.95,29-JAN-2026,107.00,08-SEP-2025
EGOLDINAV,EQ,-,-,-,-
EICHERMOT,EQ,8230.00,27-FEB-2026,6442.00,07-APR-2026
EIDPARRY,EQ,1119.00,08-SEP-2025,698.20,19-JUN-2026
EIEL,EQ,276.10,22-SEP-2025,134.71,09-MAR-2026
EIFFL,BE,381.96,22-JUN-2026,204.98,09-DEC-2025
EIGHTY$,SM,-,-,-,-
EIHAHOTELS,EQ,434.90,09-SEP-2025,266.65,30-MAR-2026
EIHOTEL,EQ,434.80,09-SEP-2025,271.15,02-APR-2026
EIKO$,EQ,-,-,-,-
EIMCOELECO,EQ,2380.00,09-OCT-2025,1405.50,30-MAR-2026
EKAMLEA$,BE,-,-,-,-
EKANSH$,EQ,-,-,-,-
EKC,EQ,154.55,27-OCT-2025,90.25,30-MAR-2026
EKENNIS$,SM,-,-,-,-
EKI,EQ,82.50,20-AUG-2026,70.00,07-SEP-2026
ELAND$,EQ,-,-,-,-
ELANTAS,EQ,13876.00,07-SEP-2026,8900.00,18-MAY-2026
ELCIDIN,EQ,137000.00,20-APR-2026,105500.00,03-SEP-2026
ELDEHSG,EQ,1044.10,01-JAN-2026,701.55,06-AUG-2026
ELECON,EQ,634.90,19-SEP-2025,352.00,30-MAR-2026
ELECTCAST,EQ,103.95,15-SEP-2025,60.15,09-MAR-2026
ELECTHERM,EQ,1277.00,06-JUL-2026,551.00,30-MAR-2026
ELEFLOR$,EQ,-,-,-,-
ELEMARB$,EQ,-,-,-,-
ELFIN$,SM,-,-,-,-
ELFORGE$,EQ,-,-,-,-
ELGIEQUIP,EQ,653.40,07-SEP-2026,408.25,21-JAN-2026
ELGIRUBCO,EQ,74.95,08-SEP-2025,32.72,30-MAR-2026
ELGNZ,SM,163.00,19-SEP-2025,52.00,30-MAR-2026
ELIN,EQ,234.00,23-SEP-2025,93.65,30-MAR-2026
ELIQUID,EQ,1051.22,02-SEP-2026,996.00,13-OCT-2025
ELIQUIINAV,EQ,-,-,-,-
ELITECON,EQ,46.40,21-APR-2026,8.25,07-SEP-2026
ELIXIR$,EQ,-,-,-,-
ELLEN,EQ,559.80,15-SEP-2025,175.00,17-MAR-2026
ELM250,EQ,19.20,09-SEP-2025,14.43,02-APR-2026
ELM250INAV,EQ,-,-,-,-
ELMDIV,EQ,38.67,06-AUG-2026,35.83,02-SEP-2026
ELMDIVINAV,EQ,-,-,-,-
ELPROINTL,EQ,180.89,07-AUG-2026,86.00,20-APR-2026
EMAINDIA$,EQ,-,-,-,-
EMAMILTD,EQ,614.00,18-SEP-2025,361.15,01-SEP-2026
EMAMIPAP,BE,133.70,23-JUL-2026,55.00,30-MAR-2026
EMAMIREAL,EQ,122.14,10-SEP-2025,48.20,23-MAR-2026
EMAPARTNER,SM,105.00,09-SEP-2025,65.25,27-MAR-2026
EMBASSY,RR,462.00,11-FEB-2026,385.50,08-SEP-2025
EMBDL,EQ,105.70,18-SEP-2025,39.46,30-MAR-2026
EMCURE,EQ,2048.00,10-AUG-2026,1260.00,01-OCT-2025
EMERALD$,EQ,-,-,-,-
EMERALL$,BE,-,-,-,-
EMERGENT$,BE,-,-,-,-
EMETAL,EQ,15.21,31-JUL-2026,12.41,28-JUL-2026
EMETALINAV,EQ,-,-,-,-
EMIAC$,SM,-,-,-,-
EMIL,EQ,196.74,13-AUG-2026,84.90,27-JAN-2026
EMKAY,EQ,409.90,24-SEP-2025,186.00,30-MAR-2026
EMKAYTOOLS,SM,170.00,08-SEP-2025,83.10,30-MAR-2026
EMLTMQINAV,EQ,-,-,-,-
EMMBI,BE,116.90,17-NOV-2025,60.30,30-MAR-2026
EMMESSA$,EQ,-,-,-,-
EMMFORCE$,ST,-,-,-,-
EMMIL,SM,207.00,27-NOV-2025,110.00,30-MAR-2026
EMMVEE,EQ,371.55,16-JUL-2026,171.51,18-DEC-2025
EMPIND,EQ,1248.00,28-AUG-2026,1065.60,17-AUG-2026
EMPOWER,EQ,2.82,13-MAY-2026,1.30,20-APR-2026
EMROCK$,BE,-,-,-,-
EMSLIMITED,EQ,593.85,08-SEP-2025,256.05,10-MAR-2026
EMUDHRA,EQ,714.00,10-SEP-2025,364.55,30-MAR-2026
EMULTIMQ,EQ,43.54,27-NOV-2025,36.25,23-MAR-2026
ENBETRD$,EQ,-,-,-,-
ENCASH$,ST,-,-,-,-
ENCOMPAS,SM,302.90,13-APR-2026,167.35,17-DEC-2025
ENDURANCE,EQ,3079.90,09-SEP-2025,2142.80,02-APR-2026
ENERGY,EQ,42.82,29-MAY-2026,29.00,25-MAR-2026
ENERGYAXIS,EQ,19.34,07-SEP-2026,18.81,02-SEP-2026
ENERGYDEV,EQ,29.69,19-NOV-2025,13.15,30-MAR-2026
ENERGYINAV,EQ,-,-,-,-
ENEXT50,EQ,76.00,31-AUG-2026,68.59,11-JUN-2026
ENEXTINAV,EQ,-,-,-,-
ENFUSE,SM,260.00,02-DEC-2025,148.00,21-JUL-2026
ENGINERSIN,EQ,289.65,01-SEP-2026,163.55,27-JAN-2026
ENGYAXINAV,EQ,-,-,-,-
ENIFTY,EQ,27.99,27-APR-2026,22.28,02-APR-2026
ENIFTYINAV,EQ,-,-,-,-
ENIL,EQ,166.45,22-SEP-2025,98.57,30-MAR-2026
ENKEIWHEL,EQ,425.00,24-AUG-2026,378.50,03-SEP-2026
ENRIN,EQ,3968.00,29-MAY-2026,2115.00,23-JAN-2026
ENS$,SM,-,-,-,-
ENSER,SM,23.25,10-SEP-2025,7.80,30-MAR-2026
ENTERO,EQ,1920.00,07-SEP-2026,944.00,29-DEC-2025
ENTRINT$,EQ,-,-,-,-
