symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
SHREECEM,EQ,30660.00,09-SEP-2025,22550.00,23-MAR-2026
SHREEDHAR,ST,128.00,05-AUG-2026,54.40,01-JUL-2026
SHREEGANE$,EQ,-,-,-,-
SHREEJISPG,EQ,704.25,07-SEP-2026,222.00,09-OCT-2025
SHREEKARNI,SM,712.00,30-SEP-2025,317.10,17-AUG-2026
SHREENATH$,SM,-,-,-,-
SHREEOSFM,SM,123.95,14-OCT-2025,50.10,08-JUN-2026
SHREEPAC$,EQ,-,-,-,-
SHREEPUSHK,EQ,535.40,07-SEP-2026,272.45,23-MAR-2026
SHREERAMA,EQ,71.99,02-JAN-2026,37.62,28-JUL-2026
SHREEREF$,SM,-,-,-,-
SHREESEC$,BE,-,-,-,-
SHREESHAY$,SM,-,-,-,-
SHREMETAL$,EQ,-,-,-,-
SHREMINVIT,IV,107.00,12-SEP-2025,91.10,05-MAR-2026
