symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
KOTHARIPET,EQ,169.00,08-SEP-2025,94.75,30-MAR-2026
KOTHARIPRO,EQ,109.00,17-SEP-2025,58.00,30-MAR-2026
KOTIC,EQ,223.70,24-APR-2026,128.85,07-SEP-2026
KOTLIQINAV,EQ,-,-,-,-
KOTYARK,BE,45.50,29-JUN-2026,17.38,29-JAN-2026
KOURA$,ST,-,-,-,-
KOVAI,EQ,6340.00,23-JUN-2026,5275.50,08-JUN-2026
KPEL,EQ,463.25,04-NOV-2025,235.00,08-SEP-2026
KPGEL$,SM,-,-,-,-
KPIGREEN,EQ,542.25,03-NOV-2025,290.55,08-SEP-2026
KPIL,EQ,1479.60,23-JUN-2026,1007.10,23-MAR-2026
KPITTECH,EQ,1328.00,18-SEP-2025,543.00,15-JUL-2026
KPL,EQ,3744.00,17-AUG-2026,1561.00,21-APR-2026
KPRMILL,EQ,1334.00,24-JUN-2026,796.10,12-MAR-2026
KPT$,EQ,-,-,-,-
KRANTI$,EQ,-,-,-,-
KRATIKAL$,SM,-,-,-,-
KRBL,EQ,479.00,08-SEP-2025,274.65,20-MAR-2026
KREBSBIO,EQ,82.49,19-SEP-2025,38.33,30-MAR-2026
KREONFIN$,BE,-,-,-,-
KRETTOSYS$,EQ,-,-,-,-
KRIDHANINF,EQ,4.78,16-DEC-2025,1.81,30-MAR-2026
KRISHANA,EQ,206.39,27-AUG-2026,86.20,01-OCT-2025
KRISHCA,SM,225.05,13-OCT-2025,138.00,30-MAR-2026
KRISHIVAL,EQ,483.81,23-OCT-2025,282.30,09-MAR-2026
KRISHNACA$,BE,-,-,-,-
KRISHNADEF,EQ,1400.00,23-JUN-2026,665.00,18-DEC-2025
KRITI,EQ,155.90,19-SEP-2025,53.00,24-MAR-2026
KRITIKA,EQ,9.73,08-SEP-2025,4.50,30-MAR-2026
KRITINUT,EQ,102.99,21-APR-2026,51.36,30-MAR-2026
KRMAYURVED,SM,343.95,10-AUG-2026,156.15,04-FEB-2026
KRN,EQ,1669.50,08-SEP-2026,589.80,27-JAN-2026
KRONOX,BE,223.42,21-AUG-2026,96.00,30-MAR-2026
KROSS,EQ,237.60,18-SEP-2025,150.52,02-APR-2026
KRRAIL$,EQ,-,-,-,-
KRSNAA,EQ,894.40,24-SEP-2025,515.00,30-MAR-2026
KRT,RR,129.07,09-DEC-2025,107.10,11-SEP-2025
KRUPALU$,SM,-,-,-,-
KRYPTONQ$,EQ,-,-,-,-
KRYSTAL,EQ,705.00,08-SEP-2025,500.00,08-JAN-2026
KSB,EQ,1028.30,28-APR-2026,666.65,27-JAN-2026
KSCL,EQ,1225.00,18-SEP-2025,705.10,05-MAR-2026
KSE,EQ,205.00,17-AUG-2026,173.31,24-AUG-2026
KSHINTL,EQ,1197.00,08-SEP-2026,330.00,01-FEB-2026
KSHITIJPOL,EQ,7.20,11-JUN-2026,1.88,19-JAN-2026
KSL,EQ,982.55,13-JUL-2026,574.00,30-MAR-2026
KSOLVES,EQ,353.99,20-APR-2026,245.75,30-MAR-2026
KSR,EQ,39.10,25-MAY-2026,14.04,29-DEC-2025
KSSMART$,EQ,-,-,-,-
KTIL$,EQ,-,-,-,-
KTKBANK,EQ,345.90,04-SEP-2026,170.00,26-SEP-2025
KUANTUM,EQ,121.29,25-SEP-2025,65.01,30-MAR-2026
KUBERJI$,BE,-,-,-,-
KUMPFIN$,EQ,-,-,-,-
KUNSTOFF$,EQ,-,-,-,-
KUSHIND$,EQ,-,-,-,-
KUSUMEL$,BE,-,-,-,-
KUSUMGAR,EQ,659.50,10-AUG-2026,548.00,22-JUL-2026
KUWERIN$,EQ,-,-,-,-
KVFORGE$,BE,-,-,-,-
KVSCASTIN$,ST,-,-,-,-
KVTOYS$,SM,-,-,-,-
KWICK$,ST,-,-,-,-
KWIL,EQ,50.68,24-AUG-2026,22.24,30-MAR-2026
LABELKRAF$,SM,-,-,-,-
LACTOSE$,EQ,-,-,-,-
LADDERUP,EQ,54.00,03-SEP-2026,42.70,04-SEP-2026
LADDU$,EQ,-,-,-,-
LADIAMO$,BE,-,-,-,-
LAFFANSQ$,EQ,-,-,-,-
LAGNAM,EQ,96.98,17-SEP-2025,58.60,24-MAR-2026
LAHL$,EQ,-,-,-,-
LAHOTIOV,EQ,53.90,04-MAY-2026,34.06,20-MAY-2026
LAKESHORE$,EQ,-,-,-,-
LAKHOTIA$,EQ,-,-,-,-
LAKPRE,BZ,6.67,14-MAY-2026,4.10,25-AUG-2026
LAKSELEC$,EQ,-,-,-,-
LAKSHMIEW$,EQ,-,-,-,-
LAKSHMIMIL,EQ,8505.00,18-AUG-2026,7621.00,04-SEP-2026
LAKSHYA,SM,165.90,20-APR-2026,73.15,30-MAR-2026
LAL,EQ,12.77,11-SEP-2025,5.56,16-MAR-2026
LALITHAA,EQ,326.80,07-SEP-2026,240.35,27-AUG-2026
LALPATHLAB,EQ,1988.90,12-AUG-2026,1272.60,23-MAR-2026
LAMBODHARA,EQ,162.00,15-SEP-2025,81.80,30-MAR-2026
LAMOSAIC,ST,61.55,28-AUG-2026,20.45,30-MAR-2026
LANCER,EQ,13.80,31-AUG-2026,10.10,20-AUG-2026
LANCORHOL,BE,41.75,07-SEP-2026,18.12,17-MAR-2026
LANDMARC$,EQ,-,-,-,-
LANDMARK,EQ,662.80,18-SEP-2025,339.50,12-MAR-2026
LANDSMILL,EQ,1.74,17-SEP-2025,.57,08-SEP-2026
LAOPALA,EQ,262.00,09-SEP-2025,162.10,30-MAR-2026
LAPL$,SM,-,-,-,-
LARGEMID50,EQ,38.00,20-AUG-2026,35.97,08-SEP-2026
LASA,EQ,14.08,16-SEP-2025,5.67,01-APR-2026
LASERPOWER,EQ,343.50,25-AUG-2026,250.00,16-JUL-2026
LASTMILE$,EQ,-,-,-,-
LATENTVIEW,EQ,517.50,08-DEC-2025,248.00,23-MAR-2026
LATIMMETA$,EQ,-,-,-,-
LATTEYS,EQ,37.00,24-OCT-2025,15.79,30-MAR-2026
LAURUSLABS,EQ,1952.00,08-SEP-2026,823.10,26-SEP-2025
LAXMICOT,EQ,26.04,09-SEP-2025,11.36,02-SEP-2026
LAXMIDENTL,EQ,377.05,17-SEP-2025,155.88,30-MAR-2026
LAXMIINDIA,EQ,180.90,18-SEP-2025,71.06,30-MAR-2026
LAXMIPATI$,ST,-,-,-,-
LCCINFOTEC,EQ,5.89,09-JAN-2026,3.30,26-AUG-2026
LCL,EQ,604.70,26-AUG-2026,461.00,30-JUL-2026
LEAPIND,EQ,172.29,31-AUG-2026,143.00,14-AUG-2026
LEENEE,BE,11.48,25-AUG-2026,6.81,18-AUG-2026
LEHAR$,EQ,-,-,-,-
LELAVOIR$,EQ,-,-,-,-
LEMERITE,EQ,107.57,12-DEC-2025,19.52,20-JUL-2026
LEMONTREE,EQ,180.68,08-SEP-2025,99.61,16-MAR-2026
LENSKART,EQ,697.60,08-SEP-2026,356.10,10-NOV-2025
LERTHAI$,BE,-,-,-,-
LESHAIND$,EQ,-,-,-,-
LESL$,SM,-,-,-,-
LEX$,ST,-,-,-,-
LEXGLOBAL$,BE,-,-,-,-
LEXUS,EQ,39.25,05-MAR-2026,12.74,30-JUN-2026
LFIC,EQ,225.99,09-SEP-2025,111.00,30-MAR-2026
LGBBROSLTD,EQ,2048.00,12-FEB-2026,1314.90,21-OCT-2025
LGEINDIA,EQ,1755.00,17-AUG-2026,1304.10,02-APR-2026
LGHL,EQ,399.58,24-SEP-2025,168.00,19-AUG-2026
LGLL$,SM,-,-,-,-
LGT$,SM,-,-,-,-
LIBAS,EQ,14.30,18-SEP-2025,9.02,30-MAR-2026
LIBERTSHOE,EQ,404.95,17-SEP-2025,210.50,30-MAR-2026
LIBORDFIN$,EQ,-,-,-,-
LICHSGFIN,EQ,598.20,11-MAY-2026,458.90,23-MAR-2026
LICI,EQ,468.48,07-NOV-2025,360.75,02-APR-2026
LICMFGOLD,EQ,162.00,29-JAN-2026,97.50,08-SEP-2025
LICN50INAV,EQ,-,-,-,-
LICNETFGSC,EQ,30.53,20-AUG-2026,27.59,01-OCT-2025
LICNETFN50,EQ,295.00,15-DEC-2025,248.17,02-APR-2026
LICNETFSEN,EQ,974.02,13-NOV-2025,803.00,02-APR-2026
LICNETINAV,EQ,-,-,-,-
LICNFNHGP,EQ,296.41,12-FEB-2026,248.02,02-APR-2026
LICNFNINAV,EQ,-,-,-,-
LICNGSINAV,EQ,-,-,-,-
LICNMDINAV,EQ,-,-,-,-
LICNMID100,EQ,66.40,05-AUG-2026,52.30,02-APR-2026
LIKHAMI$,EQ,-,-,-,-
LIKHITHA,EQ,272.00,30-JUN-2026,131.45,23-MAR-2026
LINC,EQ,139.60,08-SEP-2025,85.01,30-MAR-2026
LINCOLN,EQ,770.00,27-MAY-2026,440.00,30-JAN-2026
LINDEINDIA,EQ,8049.00,07-MAY-2026,5673.00,18-NOV-2025
LINKPH$,EQ,-,-,-,-
LIOTECH$,SM,-,-,-,-
LIPPISYS$,BE,-,-,-,-
LIQADDINAV,EQ,-,-,-,-
LIQBTAINAV,EQ,-,-,-,-
LIQCASINAV,EQ,-,-,-,-
LIQGRBINAV,EQ,-,-,-,-
LIQGRWBEES,EQ,1059.73,07-SEP-2026,995.55,27-JAN-2026
LIQIDINAV,EQ,-,-,-,-
LIQPLSINAV,EQ,-,-,-,-
LIQSBIINAV,EQ,-,-,-,-
LIQSHRINAV,EQ,-,-,-,-
LIQUID,EQ,1024.98,02-JAN-2026,974.99,21-JUL-2026
LIQUID1,EQ,1136.66,16-JUN-2026,1062.62,11-SEP-2025
LIQUIDADD,EQ,1151.22,18-MAR-2026,1086.86,15-SEP-2025
LIQUIDBEES,EQ,1029.99,29-OCT-2025,969.99,04-MAY-2026
LIQUIDBETA,EQ,1019.00,07-SEP-2026,981.86,07-SEP-2026
LIQUIDBETF,EQ,1116.24,02-JAN-2026,1009.94,02-JAN-2026
LIQUIDCASE,EQ,115.83,08-SEP-2026,107.56,15-OCT-2025
LIQUIDETF,EQ,1025.00,15-MAY-2026,995.00,10-AUG-2026
LIQUIDIETF,EQ,1041.19,02-JUN-2026,955.00,14-AUG-2026
LIQUIDINAV,EQ,-,-,-,-
LIQUIDPLUS,EQ,1127.08,15-JUL-2026,1046.56,18-SEP-2025
LIQUIDSBI,EQ,1010.02,21-OCT-2025,970.23,01-FEB-2026
LIQUIDSHRI,EQ,1120.56,08-SEP-2026,1069.52,08-SEP-2025
LIQUIEINAV,EQ,-,-,-,-
LKMEHTA$,SM,-,-,-,-
LKPSEC,EQ,18.43,19-AUG-2026,14.01,02-SEP-2026
LLOYDS,SM,98.90,23-APR-2026,34.80,01-APR-2026
LLOYDSENGG,EQ,99.75,10-AUG-2026,37.40,30-MAR-2026
LLOYDSENT,EQ,84.70,10-AUG-2026,40.69,30-MAR-2026
LLOYDSME,EQ,2125.00,10-AUG-2026,1042.90,02-FEB-2026
LMW,EQ,20151.00,17-AUG-2026,11920.00,30-MAR-2026
LODHA,EQ,1344.95,29-JUL-2026,650.80,02-APR-2026
LOGICA$,SM,-,-,-,-
LOGICIEL$,SM,-,-,-,-
LOKESHMACH,EQ,385.80,03-SEP-2026,138.96,09-DEC-2025
LONGSPUR$,EQ,-,-,-,-
LOOKS$,BE,-,-,-,-
LORDSCHLO,EQ,233.00,21-OCT-2025,108.00,30-MAR-2026
LORDSHOTL$,EQ,-,-,-,-
LORDSMARK$,BE,-,-,-,-
LOTUSCHO,EQ,671.00,03-SEP-2026,580.00,08-SEP-2026
LOTUSDEV,BE,207.50,03-AUG-2026,102.20,30-MAR-2026
LOTUSEYE,EQ,147.00,30-JAN-2026,97.59,30-MAR-2026
LOVABLE,EQ,104.70,22-SEP-2025,55.00,30-MAR-2026
